OrderID,OrderDate,CustomerID,CustomerName,Product,Category,Region,Quantity,UnitPrice,Sales,Profit
ORD00884,2024-08-24,CUST0113,Customer 113,Product 2,Sports,East,4,433.14,1732.56,377.26
ORD00885,2024-05-03,CUST0128,Customer 128,Product 13,Sports,West,10,250.79,2507.9,512.84
ORD00886,2024-07-16,CUST0496,Customer 496,Product 4,Clothing,East,8,226.2,1809.6,400.19
ORD00887,2024-11-19,CUST0306,Customer 306,Product 10,Home & Kitchen,Central,9,187.51,1687.59,413.7
ORD00888,2024-05-02,CUST0224,Customer 224,Product 11,Home & Kitchen,South,5,490.56,2452.8,445.22
ORD00889,2025-07-02,CUST0129,Customer 129,Product 5,Sports,Central,3,305.04,915.12,199.75
ORD00890,2025-12-07,CUST0103,Customer 103,Product 10,Clothing,North,7,478.46,3349.22,469.21
ORD00891,2024-07-08,CUST0153,Customer 153,Product 19,Sports,Central,9,39.14,352.26,35.45
ORD00892,2024-07-15,CUST0094,Customer 94,Product 13,Sports,North,1,425.01,425.01,118.42
ORD00893,2024-08-09,CUST0071,Customer 71,Product 17,Sports,East,3,162.83,488.49,73.86
ORD00894,2025-05-10,CUST0258,Customer 258,Product 12,Sports,East,5,260.11,1300.55,293.04
ORD00895,2024-10-10,CUST0219,Customer 219,Product 15,Sports,West,7,19.37,135.59,26.49
ORD00896,2025-08-26,CUST0237,Customer 237,Product 1,Electronics,West,6,364.13,2184.78,521.08
ORD00897,2025-06-21,CUST0046,Customer 46,Product 5,Clothing,South,10,319.95,3199.5,732.35
ORD00898,2025-09-03,CUST0298,Customer 298,Product 17,Clothing,South,2,173.37,346.74,85.51
ORD00899,2024-10-16,CUST0318,Customer 318,Product 18,Clothing,North,9,398.76,3588.84,1069.87
ORD00900,2024-04-12,CUST0387,Customer 387,Product 13,Home & Kitchen,West,2,341.64,683.28,181.54
ORD00901,2024-07-17,CUST0344,Customer 344,Product 1,Sports,Central,7,11.14,77.98,8.49
ORD00902,2024-10-30,CUST0236,Customer 236,Product 2,Electronics,North,4,418.73,1674.92,415.54
ORD00903,2024-08-20,CUST0139,Customer 139,Product 4,Clothing,Central,5,12.78,63.9,18.37
ORD00904,2025-01-04,CUST0050,Customer 50,Product 10,Sports,East,9,385.4,3468.6,933.69
ORD00905,2024-07-02,CUST0443,Customer 443,Product 2,Electronics,Central,2,61.16,122.32,22.0
ORD00906,2024-11-05,CUST0346,Customer 346,Product 17,Electronics,South,2,48.05,96.1,17.44
ORD00907,2024-01-15,CUST0265,Customer 265,Product 5,Sports,South,6,160.01,960.06,201.45
ORD00908,2025-12-26,CUST0115,Customer 115,Product 5,Clothing,East,2,12.98,25.96,3.12
ORD00909,2025-06-30,CUST0369,Customer 369,Product 1,Sports,Central,6,156.79,940.74,108.54
ORD00910,2024-05-09,CUST0353,Customer 353,Product 7,Electronics,North,7,422.62,2958.34,439.15
ORD00911,2024-10-07,CUST0001,Customer 1,Product 5,Electronics,Central,6,34.61,207.66,23.79
ORD00912,2024-02-16,CUST0050,Customer 50,Product 8,Home & Kitchen,North,8,154.69,1237.52,181.27
ORD00913,2024-02-25,CUST0243,Customer 243,Product 1,Sports,West,7,206.64,1446.48,229.27
ORD00914,2025-07-20,CUST0029,Customer 29,Product 4,Clothing,West,8,208.5,1668.0,469.08
ORD00915,2024-10-26,CUST0248,Customer 248,Product 6,Home & Kitchen,Central,7,243.45,1704.15,247.45
ORD00916,2025-12-15,CUST0134,Customer 134,Product 20,Sports,Central,9,117.44,1056.96,112.81
ORD00917,2024-05-09,CUST0064,Customer 64,Product 14,Home & Kitchen,North,3,185.33,555.99,127.64
ORD00918,2025-10-15,CUST0095,Customer 95,Product 5,Home & Kitchen,South,6,102.04,612.24,149.36
ORD00919,2025-05-17,CUST0262,Customer 262,Product 18,Home & Kitchen,West,10,297.07,2970.7,668.28
ORD00920,2024-04-15,CUST0246,Customer 246,Product 10,Clothing,North,4,322.17,1288.68,264.51
ORD00921,2024-01-13,CUST0492,Customer 492,Product 19,Sports,East,2,359.84,719.68,190.36
ORD00922,2025-08-10,CUST0342,Customer 342,Product 9,Sports,West,8,152.09,1216.72,258.74
ORD00923,2024-10-18,CUST0358,Customer 358,Product 4,Sports,West,4,80.01,320.04,81.63
ORD00924,2025-04-25,CUST0417,Customer 417,Product 14,Home & Kitchen,North,2,206.71,413.42,54.46
ORD00925,2025-05-05,CUST0146,Customer 146,Product 15,Electronics,Central,2,75.58,151.16,34.15
ORD00926,2025-03-27,CUST0200,Customer 200,Product 1,Clothing,North,9,376.84,3391.56,554.58
ORD00927,2024-12-14,CUST0331,Customer 331,Product 20,Sports,North,1,260.45,260.45,28.49
ORD00928,2024-07-07,CUST0465,Customer 465,Product 12,Home & Kitchen,West,6,356.42,2138.52,240.66
ORD00929,2024-02-22,CUST0452,Customer 452,Product 15,Clothing,North,2,238.81,477.62,80.28
ORD00930,2024-09-15,CUST0082,Customer 82,Product 12,Home & Kitchen,East,9,50.53,454.77,130.14
ORD00931,2025-05-04,CUST0463,Customer 463,Product 17,Sports,Central,9,186.51,1678.59,258.63
ORD00932,2024-04-26,CUST0033,Customer 33,Product 6,Home & Kitchen,East,2,163.54,327.08,84.32
ORD00933,2024-03-07,CUST0336,Customer 336,Product 19,Clothing,West,3,222.57,667.71,188.29
ORD00934,2025-02-14,CUST0367,Customer 367,Product 5,Clothing,East,8,482.4,3859.2,454.84
ORD00935,2025-05-18,CUST0473,Customer 473,Product 13,Electronics,West,10,30.72,307.2,65.41
ORD00936,2024-03-16,CUST0193,Customer 193,Product 16,Home & Kitchen,Central,9,354.89,3194.01,322.19
ORD00937,2025-08-13,CUST0363,Customer 363,Product 17,Clothing,South,7,134.57,941.99,259.14
ORD00938,2025-10-06,CUST0358,Customer 358,Product 11,Clothing,Central,5,483.36,2416.8,609.54
ORD00939,2025-12-03,CUST0317,Customer 317,Product 13,Electronics,North,1,341.29,341.29,98.56
ORD00940,2024-02-24,CUST0016,Customer 16,Product 6,Home & Kitchen,North,9,61.63,554.67,142.2
ORD00941,2024-06-04,CUST0341,Customer 341,Product 4,Sports,West,5,33.61,168.05,28.91
ORD00942,2024-06-01,CUST0166,Customer 166,Product 8,Home & Kitchen,North,7,255.2,1786.4,333.25
ORD00943,2025-07-30,CUST0461,Customer 461,Product 6,Sports,West,2,320.87,641.74,163.1
ORD00944,2024-11-07,CUST0473,Customer 473,Product 3,Electronics,Central,9,35.65,320.85,81.34
ORD00945,2024-03-28,CUST0129,Customer 129,Product 4,Electronics,North,2,280.51,561.02,102.76
ORD00946,2024-09-11,CUST0227,Customer 227,Product 12,Electronics,South,2,113.88,227.76,52.72
ORD00947,2024-05-01,CUST0165,Customer 165,Product 4,Sports,West,6,441.28,2647.68,379.01
ORD00948,2025-07-25,CUST0069,Customer 69,Product 19,Home & Kitchen,South,7,307.8,2154.6,342.71
ORD00949,2025-03-02,CUST0130,Customer 130,Product 16,Sports,East,8,466.1,3728.8,466.64
ORD00950,2025-09-12,CUST0116,Customer 116,Product 7,Home & Kitchen,West,3,164.66,493.98,113.1
ORD00951,2025-09-02,CUST0417,Customer 417,Product 17,Home & Kitchen,North,5,344.28,1721.4,333.32
ORD00952,2025-09-25,CUST0299,Customer 299,Product 1,Electronics,South,1,446.21,446.21,70.27
ORD00953,2024-08-19,CUST0018,Customer 18,Product 5,Electronics,East,3,336.76,1010.28,267.38
ORD00954,2025-06-19,CUST0397,Customer 397,Product 14,Electronics,East,6,262.77,1576.62,242.04
ORD00955,2025-01-24,CUST0095,Customer 95,Product 17,Sports,South,5,347.14,1735.7,257.54
ORD00956,2025-04-06,CUST0427,Customer 427,Product 7,Sports,Central,6,175.3,1051.8,109.25
ORD00957,2025-03-29,CUST0181,Customer 181,Product 12,Home & Kitchen,North,4,474.93,1899.72,201.91
ORD00958,2024-10-31,CUST0225,Customer 225,Product 14,Sports,North,3,208.1,624.3,128.72
ORD00959,2025-08-25,CUST0292,Customer 292,Product 3,Home & Kitchen,Central,6,140.67,844.02,206.76
ORD00960,2025-03-15,CUST0153,Customer 153,Product 4,Electronics,West,9,482.11,4338.99,884.31
ORD00961,2024-11-08,CUST0119,Customer 119,Product 2,Clothing,North,6,383.53,2301.18,439.49
ORD00962,2025-08-05,CUST0115,Customer 115,Product 10,Clothing,West,1,265.44,265.44,78.36
ORD00963,2025-09-27,CUST0361,Customer 361,Product 12,Electronics,South,6,18.3,109.8,27.89
ORD00964,2024-03-02,CUST0496,Customer 496,Product 10,Electronics,Central,9,68.9,620.1,94.95
ORD00965,2025-09-16,CUST0295,Customer 295,Product 8,Clothing,West,5,177.48,887.4,219.9
ORD00966,2024-04-11,CUST0317,Customer 317,Product 2,Electronics,Central,7,180.57,1263.99,220.37
ORD00967,2024-07-31,CUST0242,Customer 242,Product 9,Electronics,North,5,326.76,1633.8,481.71
ORD00968,2025-10-02,CUST0174,Customer 174,Product 14,Clothing,South,3,21.56,64.68,18.09
ORD00969,2024-08-04,CUST0172,Customer 172,Product 2,Home & Kitchen,South,1,307.01,307.01,48.58
ORD00970,2024-09-27,CUST0281,Customer 281,Product 11,Electronics,South,6,84.64,507.84,142.14
ORD00971,2025-11-07,CUST0253,Customer 253,Product 3,Electronics,East,9,469.32,4223.88,932.03
ORD00972,2024-03-24,CUST0037,Customer 37,Product 14,Electronics,Central,7,339.1,2373.7,513.77
ORD00973,2024-06-09,CUST0246,Customer 246,Product 5,Clothing,North,8,471.93,3775.44,970.43
ORD00974,2024-09-02,CUST0054,Customer 54,Product 2,Sports,Central,4,276.8,1107.2,323.92
ORD00975,2024-06-26,CUST0116,Customer 116,Product 12,Sports,West,6,189.18,1135.08,164.67
ORD00976,2025-07-19,CUST0156,Customer 156,Product 8,Electronics,North,7,78.99,552.93,124.12
ORD00977,2024-03-17,CUST0014,Customer 14,Product 7,Sports,North,10,164.42,1644.2,255.26
ORD00978,2024-06-09,CUST0283,Customer 283,Product 16,Electronics,West,5,268.36,1341.8,377.43
ORD00979,2024-01-03,CUST0393,Customer 393,Product 13,Home & Kitchen,West,1,179.14,179.14,50.79
ORD00980,2025-02-22,CUST0360,Customer 360,Product 14,Home & Kitchen,North,8,365.24,2921.92,607.07
ORD00981,2025-04-06,CUST0225,Customer 225,Product 4,Clothing,East,9,348.1,3132.9,745.69
ORD00982,2025-12-06,CUST0100,Customer 100,Product 11,Sports,North,2,13.84,27.68,6.26
ORD00983,2025-08-31,CUST0122,Customer 122,Product 8,Electronics,Central,8,75.79,606.32,176.79
ORD00984,2025-04-26,CUST0006,Customer 6,Product 8,Sports,Central,2,128.53,257.06,51.44
ORD00985,2024-10-25,CUST0291,Customer 291,Product 2,Electronics,South,5,481.53,2407.65,539.75
ORD00986,2024-02-03,CUST0417,Customer 417,Product 2,Electronics,North,6,382.82,2296.92,480.91
ORD00987,2024-08-25,CUST0065,Customer 65,Product 15,Home & Kitchen,East,3,91.22,273.66,51.75
ORD00988,2024-10-22,CUST0023,Customer 23,Product 11,Clothing,Central,1,77.13,77.13,23.06
ORD00989,2025-12-24,CUST0336,Customer 336,Product 8,Clothing,South,2,428.35,856.7,127.13
ORD00990,2024-10-16,CUST0311,Customer 311,Product 13,Sports,North,6,63.36,380.16,86.41
ORD00991,2025-12-20,CUST0337,Customer 337,Product 3,Electronics,East,8,358.74,2869.92,850.15
ORD00992,2025-04-09,CUST0481,Customer 481,Product 18,Home & Kitchen,West,9,117.37,1056.33,202.6
ORD00993,2024-03-13,CUST0362,Customer 362,Product 12,Home & Kitchen,West,2,300.84,601.68,68.96
ORD00994,2025-12-04,CUST0366,Customer 366,Product 10,Clothing,Central,6,16.38,98.28,10.11
ORD00995,2024-08-27,CUST0150,Customer 150,Product 8,Clothing,East,3,368.74,1106.22,189.17
ORD00996,2024-09-27,CUST0358,Customer 358,Product 18,Electronics,North,1,480.47,480.47,98.16
ORD00997,2025-10-02,CUST0178,Customer 178,Product 14,Sports,East,2,483.86,967.72,172.79
ORD00998,2025-08-26,CUST0041,Customer 41,Product 7,Home & Kitchen,Central,10,243.68,2436.8,593.77
ORD00999,2025-11-08,CUST0119,Customer 119,Product 10,Home & Kitchen,North,1,234.53,234.53,60.1
ORD01000,2024-07-21,CUST0191,Customer 191,Product 5,Electronics,South,4,286.89,1147.56,291.85
ORD01001,2025-03-11,CUST0358,Customer 358,Product 15,Sports,North,6,305.5,1833.0,489.56
ORD01002,2024-04-27,CUST0011,Customer 11,Product 16,Electronics,East,4,184.94,739.76,211.01
ORD01003,2025-07-11,CUST0143,Customer 143,Product 19,Sports,East,10,404.33,4043.3,441.57
ORD01004,2024-08-18,CUST0424,Customer 424,Product 3,Electronics,East,10,167.62,1676.2,451.92
ORD01005,2025-10-25,CUST0438,Customer 438,Product 20,Sports,West,8,406.05,3248.4,489.74
ORD01006,2024-06-01,CUST0010,Customer 10,Product 13,Sports,West,9,207.35,1866.15,520.52
ORD01007,2024-09-29,CUST0023,Customer 23,Product 8,Home & Kitchen,West,10,451.68,4516.8,590.62
ORD01008,2024-05-25,CUST0095,Customer 95,Product 14,Electronics,East,7,460.57,3223.99,962.85
ORD01009,2024-03-14,CUST0017,Customer 17,Product 18,Clothing,North,9,382.89,3446.01,600.79
ORD01010,2024-03-02,CUST0466,Customer 466,Product 20,Clothing,East,4,54.45,217.8,23.2
ORD01011,2024-06-18,CUST0415,Customer 415,Product 19,Home & Kitchen,North,3,475.96,1427.88,307.6
ORD01012,2024-11-10,CUST0175,Customer 175,Product 20,Sports,West,1,395.9,395.9,59.46
ORD01013,2025-09-01,CUST0401,Customer 401,Product 2,Electronics,Central,4,291.18,1164.72,213.28
ORD01014,2025-08-05,CUST0199,Customer 199,Product 10,Sports,West,1,127.8,127.8,17.68
ORD01015,2024-10-22,CUST0294,Customer 294,Product 19,Clothing,South,4,59.88,239.52,48.19
ORD01016,2025-03-25,CUST0492,Customer 492,Product 13,Sports,South,9,29.08,261.72,28.06
ORD01017,2024-05-07,CUST0068,Customer 68,Product 1,Clothing,East,1,82.61,82.61,19.49
ORD01018,2025-04-24,CUST0044,Customer 44,Product 8,Clothing,East,9,475.72,4281.48,926.19
ORD01019,2025-12-06,CUST0293,Customer 293,Product 13,Electronics,Central,8,294.24,2353.92,478.65
ORD01020,2024-11-07,CUST0141,Customer 141,Product 12,Clothing,East,10,421.43,4214.3,542.65
ORD01021,2025-12-17,CUST0401,Customer 401,Product 20,Electronics,North,7,448.11,3136.77,907.44
ORD01022,2025-02-16,CUST0158,Customer 158,Product 19,Clothing,East,8,206.46,1651.68,417.25
ORD01023,2024-10-05,CUST0434,Customer 434,Product 6,Sports,West,7,243.4,1703.8,339.92
ORD01024,2025-05-27,CUST0009,Customer 9,Product 15,Electronics,West,4,110.19,440.76,66.58
ORD01025,2025-07-06,CUST0019,Customer 19,Product 12,Sports,Central,3,300.96,902.88,96.21
ORD01026,2025-05-20,CUST0112,Customer 112,Product 14,Electronics,Central,9,188.53,1696.77,269.87
ORD01027,2025-03-24,CUST0481,Customer 481,Product 3,Clothing,Central,3,258.39,775.17,140.99
ORD01028,2024-03-23,CUST0283,Customer 283,Product 11,Electronics,West,8,415.11,3320.88,363.73
ORD01029,2025-09-04,CUST0093,Customer 93,Product 9,Clothing,East,4,349.87,1399.48,355.78
ORD01030,2024-02-10,CUST0445,Customer 445,Product 16,Home & Kitchen,South,10,414.15,4141.5,841.27
ORD01031,2025-03-18,CUST0323,Customer 323,Product 6,Home & Kitchen,Central,1,274.16,274.16,42.9
ORD01032,2024-11-26,CUST0336,Customer 336,Product 2,Home & Kitchen,North,7,466.19,3263.33,582.06
ORD01033,2025-09-10,CUST0336,Customer 336,Product 2,Home & Kitchen,Central,5,385.12,1925.6,192.56
ORD01034,2024-09-13,CUST0441,Customer 441,Product 15,Clothing,North,9,40.05,360.45,62.15
ORD01035,2024-01-27,CUST0284,Customer 284,Product 8,Electronics,East,9,486.81,4381.29,636.27
ORD01036,2024-04-03,CUST0500,Customer 500,Product 9,Electronics,East,6,14.94,89.64,16.81
ORD01037,2024-08-22,CUST0277,Customer 277,Product 2,Home & Kitchen,East,3,35.43,106.29,14.69
ORD01038,2025-11-21,CUST0056,Customer 56,Product 3,Sports,North,6,368.55,2211.3,504.46
ORD01039,2025-08-12,CUST0262,Customer 262,Product 3,Home & Kitchen,South,9,425.73,3831.57,707.02
ORD01040,2025-08-24,CUST0167,Customer 167,Product 19,Clothing,West,2,449.06,898.12,236.75
ORD01041,2024-01-22,CUST0037,Customer 37,Product 14,Clothing,South,3,98.99,296.97,51.73
ORD01042,2025-11-19,CUST0013,Customer 13,Product 11,Clothing,East,6,208.82,1252.92,180.54
ORD01043,2024-10-02,CUST0500,Customer 500,Product 14,Clothing,West,6,202.67,1216.02,265.25
ORD01044,2025-08-13,CUST0483,Customer 483,Product 10,Electronics,South,1,196.54,196.54,35.95
ORD01045,2024-02-11,CUST0189,Customer 189,Product 2,Clothing,South,10,357.57,3575.7,477.23
ORD01046,2024-06-28,CUST0467,Customer 467,Product 19,Electronics,North,9,141.73,1275.57,287.88
ORD01047,2025-04-26,CUST0312,Customer 312,Product 7,Clothing,Central,6,140.01,840.06,185.07
ORD01048,2025-06-15,CUST0367,Customer 367,Product 17,Clothing,South,4,319.76,1279.04,161.14
ORD01049,2025-10-29,CUST0194,Customer 194,Product 19,Electronics,South,5,60.23,301.15,61.06
ORD01050,2025-03-28,CUST0196,Customer 196,Product 3,Electronics,South,9,94.32,848.88,249.98
ORD01051,2024-10-11,CUST0290,Customer 290,Product 17,Sports,Central,8,87.92,703.36,95.68
ORD01052,2024-07-04,CUST0376,Customer 376,Product 4,Electronics,Central,7,236.24,1653.68,469.97
ORD01053,2025-08-22,CUST0242,Customer 242,Product 17,Sports,East,7,71.31,499.17,134.82
ORD01054,2025-03-22,CUST0138,Customer 138,Product 7,Clothing,South,9,144.3,1298.7,339.5
ORD01055,2025-10-12,CUST0169,Customer 169,Product 8,Clothing,South,9,179.22,1612.98,269.56
ORD01056,2025-05-18,CUST0234,Customer 234,Product 11,Electronics,South,4,87.09,348.36,43.12
ORD01057,2024-04-03,CUST0228,Customer 228,Product 14,Clothing,North,1,366.26,366.26,77.8
ORD01058,2025-04-26,CUST0181,Customer 181,Product 18,Electronics,East,7,279.16,1954.12,317.34
ORD01059,2024-12-22,CUST0335,Customer 335,Product 16,Home & Kitchen,West,10,89.89,898.9,231.23
ORD01060,2025-02-22,CUST0403,Customer 403,Product 14,Home & Kitchen,Central,4,198.33,793.32,83.33
ORD01061,2024-12-07,CUST0424,Customer 424,Product 5,Home & Kitchen,West,4,70.95,283.8,73.65
ORD01062,2024-11-24,CUST0346,Customer 346,Product 19,Home & Kitchen,Central,1,485.43,485.43,91.03
ORD01063,2025-11-17,CUST0134,Customer 134,Product 10,Clothing,East,4,283.9,1135.6,227.37
ORD01064,2024-04-17,CUST0061,Customer 61,Product 3,Sports,West,6,277.75,1666.5,488.96
ORD01065,2024-06-13,CUST0259,Customer 259,Product 5,Sports,South,3,220.5,661.5,107.01
ORD01066,2024-12-03,CUST0461,Customer 461,Product 6,Sports,North,6,68.06,408.36,119.36
ORD01067,2025-02-25,CUST0086,Customer 86,Product 4,Sports,East,3,476.71,1430.13,207.86
ORD01068,2025-12-11,CUST0392,Customer 392,Product 18,Sports,North,10,406.31,4063.1,956.58
ORD01069,2025-05-22,CUST0065,Customer 65,Product 2,Sports,North,7,165.11,1155.77,304.29
ORD01070,2024-10-22,CUST0354,Customer 354,Product 6,Electronics,South,9,400.37,3603.33,540.84
ORD01071,2025-11-09,CUST0264,Customer 264,Product 17,Sports,West,8,468.3,3746.4,1012.04
ORD01072,2025-02-14,CUST0182,Customer 182,Product 5,Sports,Central,7,453.98,3177.86,325.51
ORD01073,2025-07-17,CUST0124,Customer 124,Product 10,Electronics,East,8,35.4,283.2,59.41
ORD01074,2024-02-07,CUST0460,Customer 460,Product 11,Electronics,North,5,160.32,801.6,136.75
ORD01075,2025-04-10,CUST0038,Customer 38,Product 12,Sports,West,1,468.15,468.15,87.13
ORD01076,2024-03-31,CUST0323,Customer 323,Product 15,Sports,East,5,43.49,217.45,55.83
ORD01077,2024-11-18,CUST0388,Customer 388,Product 16,Home & Kitchen,South,2,222.06,444.12,105.3
ORD01078,2024-09-15,CUST0371,Customer 371,Product 19,Electronics,South,5,45.33,226.65,31.98
ORD01079,2024-11-27,CUST0459,Customer 459,Product 1,Clothing,West,7,472.78,3309.46,755.7
ORD01080,2024-04-28,CUST0195,Customer 195,Product 11,Sports,South,6,369.41,2216.46,273.15
ORD01081,2025-02-17,CUST0261,Customer 261,Product 19,Clothing,North,7,214.98,1504.86,376.5
ORD01082,2025-06-10,CUST0119,Customer 119,Product 10,Sports,East,8,495.28,3962.24,653.97
ORD01083,2024-01-02,CUST0025,Customer 25,Product 19,Sports,East,10,458.22,4582.2,468.74
ORD01084,2025-11-04,CUST0166,Customer 166,Product 13,Clothing,South,10,97.89,978.9,287.93
ORD01085,2025-07-09,CUST0489,Customer 489,Product 5,Electronics,South,5,489.69,2448.45,516.87
ORD01086,2025-04-18,CUST0221,Customer 221,Product 17,Clothing,Central,2,355.23,710.46,131.11
ORD01087,2025-02-27,CUST0451,Customer 451,Product 20,Clothing,North,1,204.83,204.83,31.31
ORD01088,2024-02-25,CUST0178,Customer 178,Product 10,Home & Kitchen,North,10,263.23,2632.3,652.9
ORD01089,2024-07-11,CUST0148,Customer 148,Product 9,Sports,West,2,150.86,301.72,69.8
ORD01090,2025-06-14,CUST0115,Customer 115,Product 6,Clothing,East,6,80.53,483.18,105.85
ORD01091,2025-01-05,CUST0311,Customer 311,Product 4,Home & Kitchen,East,6,43.48,260.88,48.54
ORD01092,2025-09-29,CUST0073,Customer 73,Product 4,Home & Kitchen,Central,4,303.53,1214.12,272.85
ORD01093,2025-05-25,CUST0430,Customer 430,Product 17,Home & Kitchen,North,2,141.03,282.06,29.06
ORD01094,2025-10-02,CUST0307,Customer 307,Product 2,Home & Kitchen,North,3,192.9,578.7,123.11
ORD01095,2025-03-28,CUST0251,Customer 251,Product 1,Clothing,South,9,356.25,3206.25,711.79
ORD01096,2024-02-22,CUST0145,Customer 145,Product 19,Sports,West,9,267.62,2408.58,361.06
ORD01097,2024-07-27,CUST0267,Customer 267,Product 5,Sports,East,2,434.39,868.78,251.38
ORD01098,2024-09-30,CUST0471,Customer 471,Product 4,Electronics,West,10,230.05,2300.5,511.75
ORD01099,2025-07-16,CUST0456,Customer 456,Product 14,Sports,East,6,470.14,2820.84,285.85
ORD01100,2024-05-14,CUST0045,Customer 45,Product 5,Clothing,North,8,297.92,2383.36,572.55
ORD01101,2024-10-21,CUST0496,Customer 496,Product 12,Electronics,South,9,34.74,312.66,70.5
ORD01102,2025-03-24,CUST0373,Customer 373,Product 3,Clothing,South,4,468.77,1875.08,390.76
ORD01103,2025-12-16,CUST0260,Customer 260,Product 11,Clothing,West,3,479.21,1437.63,258.5
ORD01104,2025-05-11,CUST0323,Customer 323,Product 17,Electronics,East,10,372.31,3723.1,532.16
ORD01105,2024-05-04,CUST0457,Customer 457,Product 2,Sports,North,6,59.93,359.58,36.56
ORD01106,2024-01-30,CUST0478,Customer 478,Product 17,Clothing,South,6,170.25,1021.5,283.99
ORD01107,2025-10-07,CUST0431,Customer 431,Product 18,Electronics,North,5,458.13,2290.65,427.9
ORD01108,2025-09-15,CUST0126,Customer 126,Product 5,Sports,South,4,222.86,891.44,218.13
ORD01109,2024-09-02,CUST0345,Customer 345,Product 7,Clothing,West,10,498.17,4981.7,726.5
ORD01110,2025-12-27,CUST0078,Customer 78,Product 16,Home & Kitchen,West,9,338.63,3047.67,731.97
ORD01111,2024-06-11,CUST0145,Customer 145,Product 5,Home & Kitchen,North,8,330.46,2643.68,697.07
ORD01112,2024-11-14,CUST0487,Customer 487,Product 17,Home & Kitchen,North,4,16.74,66.96,10.02
ORD01113,2025-07-18,CUST0223,Customer 223,Product 3,Sports,Central,9,17.75,159.75,18.44
ORD01114,2024-01-15,CUST0313,Customer 313,Product 7,Home & Kitchen,North,2,40.64,81.28,15.59
ORD01115,2025-07-19,CUST0215,Customer 215,Product 9,Sports,Central,3,115.52,346.56,76.04
ORD01116,2025-02-21,CUST0121,Customer 121,Product 12,Sports,Central,2,192.38,384.76,64.1
ORD01117,2024-04-05,CUST0337,Customer 337,Product 6,Clothing,South,2,404.49,808.98,214.05
ORD01118,2024-08-18,CUST0449,Customer 449,Product 10,Sports,West,8,108.14,865.12,193.23
ORD01119,2024-04-26,CUST0408,Customer 408,Product 13,Clothing,Central,1,134.15,134.15,39.91
ORD01120,2025-04-17,CUST0247,Customer 247,Product 10,Electronics,South,8,43.54,348.32,60.69
ORD01121,2024-04-30,CUST0058,Customer 58,Product 10,Sports,West,9,111.05,999.45,259.8
ORD01122,2025-10-25,CUST0167,Customer 167,Product 8,Sports,North,7,141.74,992.18,172.33
ORD01123,2024-06-06,CUST0091,Customer 91,Product 15,Clothing,North,6,431.31,2587.86,276.91
ORD01124,2025-05-25,CUST0178,Customer 178,Product 13,Home & Kitchen,West,5,211.56,1057.8,290.62
ORD01125,2024-10-25,CUST0431,Customer 431,Product 16,Sports,South,6,219.52,1317.12,248.29
ORD01126,2025-06-05,CUST0015,Customer 15,Product 10,Clothing,Central,5,394.15,1970.75,362.38
ORD01127,2025-12-23,CUST0111,Customer 111,Product 14,Electronics,Central,6,394.7,2368.2,520.46
ORD01128,2024-10-06,CUST0396,Customer 396,Product 11,Clothing,East,4,299.21,1196.84,217.26
ORD01129,2025-03-01,CUST0211,Customer 211,Product 13,Sports,West,6,23.87,143.22,20.34
ORD01130,2025-05-09,CUST0205,Customer 205,Product 9,Electronics,East,1,384.58,384.58,69.97
ORD01131,2025-04-28,CUST0249,Customer 249,Product 8,Clothing,North,2,210.3,420.6,119.79
ORD01132,2024-09-06,CUST0158,Customer 158,Product 15,Sports,South,5,88.63,443.15,50.56
ORD01133,2025-04-12,CUST0294,Customer 294,Product 6,Home & Kitchen,North,10,471.84,4718.4,1176.56
ORD01134,2025-07-18,CUST0486,Customer 486,Product 20,Clothing,South,3,408.92,1226.76,290.78
ORD01135,2024-05-28,CUST0310,Customer 310,Product 18,Electronics,North,3,404.86,1214.58,123.39
ORD01136,2025-01-27,CUST0411,Customer 411,Product 13,Electronics,East,8,281.16,2249.28,339.59
ORD01137,2024-07-14,CUST0468,Customer 468,Product 12,Electronics,North,10,415.99,4159.9,1072.67
ORD01138,2025-09-05,CUST0266,Customer 266,Product 7,Clothing,Central,7,115.87,811.09,212.4
ORD01139,2025-06-04,CUST0102,Customer 102,Product 6,Sports,South,5,170.1,850.5,145.34
ORD01140,2024-05-19,CUST0149,Customer 149,Product 6,Clothing,East,10,143.03,1430.3,209.33
ORD01141,2024-03-12,CUST0212,Customer 212,Product 7,Home & Kitchen,North,1,60.26,60.26,10.76
ORD01142,2024-10-09,CUST0019,Customer 19,Product 1,Electronics,Central,3,416.15,1248.45,211.96
ORD01143,2025-02-28,CUST0204,Customer 204,Product 16,Electronics,South,9,430.82,3877.38,912.69
ORD01144,2024-12-14,CUST0145,Customer 145,Product 10,Electronics,South,1,178.94,178.94,34.42
ORD01145,2025-06-03,CUST0324,Customer 324,Product 8,Electronics,East,9,16.49,148.41,23.63
ORD01146,2024-09-30,CUST0384,Customer 384,Product 4,Sports,West,5,211.44,1057.2,258.36
ORD01147,2024-01-03,CUST0068,Customer 68,Product 9,Electronics,North,4,122.5,490.0,60.52
ORD01148,2024-10-16,CUST0038,Customer 38,Product 17,Sports,North,1,372.91,372.91,101.65
ORD01149,2024-11-01,CUST0008,Customer 8,Product 18,Home & Kitchen,North,5,368.88,1844.4,374.39
ORD01150,2025-08-24,CUST0377,Customer 377,Product 19,Sports,South,6,275.27,1651.62,279.2
